id_Encuesta;Identificación;Género;Tipo de Cliente;Edad;Tipo de Viaje;Clase;Distancia de Vuelo;Servicio de wifi a bordo;Hora de salida/llegada conveniente;Facilidad de reserva en línea;Ubicación de la puerta;Comida y bebida;Embarque en línea;Comodidad del asiento;Entretenimiento a bordo;Servicio a bordo;Servicio de espacio para las piernas;Manejo de equipaje;Servicio de facturación;Servicio a bordo;Limpieza;Retraso en la salida en minutos;Retraso en la llegada en minutos;Satisfacción
23805;84519;Femenino;Desleal Cliente;55;Negocios Viaje;Business;2615;3;3;3;4;1;3;1;1;4;4;3;5;5;1;0;0.0;neutral o insatisfecho/a
23806;28354;Masculino;Leal Cliente;31;Personal Viaje;Eco;867;2;5;2;4;2;2;1;2;3;2;4;4;5;2;0;0.0;neutral o insatisfecho/a
23807;110459;Femenino;Leal Cliente;53;Personal Viaje;Eco;919;4;2;4;4;1;4;3;3;3;4;3;4;3;4;15;6.0;satisfecho/a
23808;100874;Masculino;Desleal Cliente;25;Negocios Viaje;Eco;1239;4;4;4;3;2;4;2;2;4;2;4;5;5;2;0;0.0;satisfecho/a
23809;79176;Femenino;Desleal Cliente;20;Negocios Viaje;Business;2422;4;0;4;3;4;2;2;4;3;4;5;2;4;2;12;26.0;satisfecho/a
23810;37318;Femenino;Desleal Cliente;29;Negocios Viaje;Eco;1010;2;2;2;1;3;2;3;3;5;2;1;3;2;3;0;0.0;neutral o insatisfecho/a
23811;49463;Femenino;Leal Cliente;29;Negocios Viaje;Eco;250;4;1;1;1;4;4;4;4;1;2;3;3;3;4;1;0.0;satisfecho/a
23812;9965;Masculino;Leal Cliente;56;Negocios Viaje;Business;108;3;3;4;3;1;3;4;3;3;3;3;1;3;4;0;0.0;neutral o insatisfecho/a
23813;119206;Femenino;Leal Cliente;42;Negocios Viaje;Business;257;4;5;5;5;5;3;3;4;4;4;4;1;4;4;0;15.0;neutral o insatisfecho/a
23814;47702;Masculino;Leal Cliente;26;Personal Viaje;Eco;1242;3;2;3;4;2;3;3;2;4;4;4;3;3;2;15;3.0;neutral o insatisfecho/a
23815;90239;Masculino;Leal Cliente;46;Negocios Viaje;Business;1197;4;3;2;2;4;4;4;4;4;4;4;1;4;3;91;102.0;neutral o insatisfecho/a
23816;81181;Femenino;Desleal Cliente;20;Negocios Viaje;Eco;726;2;2;2;4;5;2;5;5;1;4;4;1;3;5;0;0.0;neutral o insatisfecho/a
23817;82530;Masculino;Leal Cliente;55;Negocios Viaje;Business;1749;1;1;1;1;2;5;5;4;4;4;4;3;4;5;0;0.0;satisfecho/a
23818;28410;Masculino;Leal Cliente;45;Negocios Viaje;Eco Plus;1709;5;1;1;1;5;5;5;5;3;2;3;2;1;5;0;0.0;satisfecho/a
23819;106493;Femenino;Leal Cliente;36;Negocios Viaje;Business;495;4;1;1;1;4;3;3;4;4;4;4;1;4;2;21;0.0;neutral o insatisfecho/a
23820;22202;Masculino;Leal Cliente;38;Personal Viaje;Eco;633;2;1;2;2;1;2;1;1;4;1;2;3;2;1;13;18.0;neutral o insatisfecho/a
23821;101683;Femenino;Leal Cliente;39;Negocios Viaje;Business;1500;4;4;4;4;5;5;4;5;5;5;5;5;5;3;1;0.0;satisfecho/a
23822;90948;Femenino;Desleal Cliente;26;Negocios Viaje;Eco;545;4;0;4;2;1;4;3;1;5;1;3;3;2;1;0;0.0;neutral o insatisfecho/a
23823;66989;Masculino;Leal Cliente;35;Negocios Viaje;Business;1102;4;4;4;4;4;5;5;4;4;4;4;4;4;4;0;0.0;satisfecho/a
23824;108203;Masculino;Leal Cliente;54;Personal Viaje;Eco Plus;990;1;5;1;2;1;1;1;1;4;5;4;5;5;1;2;0.0;neutral o insatisfecho/a
23825;52585;Masculino;Leal Cliente;36;Negocios Viaje;Eco;160;1;2;5;2;1;1;1;1;1;3;3;4;2;1;0;0.0;neutral o insatisfecho/a
23826;85844;Masculino;Leal Cliente;39;Personal Viaje;Eco;666;4;5;4;3;2;4;2;2;3;3;4;3;3;2;0;0.0;satisfecho/a
23827;44950;Masculino;Leal Cliente;62;Personal Viaje;Eco;397;2;4;2;3;2;2;4;2;4;3;4;5;4;2;71;62.0;neutral o insatisfecho/a
23828;83509;Masculino;Leal Cliente;27;Personal Viaje;Eco;946;2;4;2;4;5;2;5;5;2;3;3;1;3;5;78;85.0;neutral o insatisfecho/a
23829;35406;Femenino;Leal Cliente;45;Negocios Viaje;Eco;676;5;4;4;4;4;5;1;5;5;5;5;3;5;1;0;0.0;satisfecho/a
23830;19823;Femenino;Leal Cliente;33;Negocios Viaje;Business;3754;4;1;4;4;2;3;3;4;4;3;4;1;4;4;0;1.0;neutral o insatisfecho/a
23831;58350;Masculino;Leal Cliente;33;Negocios Viaje;Eco Plus;315;0;0;0;2;1;0;1;1;1;1;5;2;4;1;5;3.0;satisfecho/a
23832;94680;Masculino;Leal Cliente;43;Negocios Viaje;Business;323;2;2;5;2;4;5;5;4;4;4;4;4;4;4;0;0.0;satisfecho/a
23833;8644;Femenino;Leal Cliente;58;Negocios Viaje;Business;1944;1;2;1;1;2;5;5;5;5;5;5;4;5;4;0;0.0;satisfecho/a
23834;80855;Femenino;Leal Cliente;28;Personal Viaje;Eco;692;5;4;5;3;4;5;3;4;3;4;4;5;4;4;0;0.0;satisfecho/a
23835;30357;Femenino;Leal Cliente;42;Negocios Viaje;Business;641;1;1;1;1;5;5;5;3;3;3;3;2;3;2;0;0.0;satisfecho/a
23836;103983;Femenino;Leal Cliente;54;Negocios Viaje;Business;1592;5;5;5;5;5;3;5;4;4;4;4;3;4;4;10;0.0;satisfecho/a
23837;115294;Masculino;Leal Cliente;41;Negocios Viaje;Business;1715;1;1;1;1;2;4;5;5;5;5;5;4;5;5;0;0.0;satisfecho/a
23838;107903;Masculino;Leal Cliente;60;Negocios Viaje;Business;3126;2;1;1;1;3;4;3;2;2;3;2;1;2;4;81;93.0;neutral o insatisfecho/a
23839;114954;Femenino;Leal Cliente;45;Negocios Viaje;Business;1982;4;4;4;4;2;4;4;5;5;5;5;4;5;4;34;23.0;satisfecho/a
23840;24295;Femenino;Leal Cliente;59;Negocios Viaje;Eco Plus;147;5;1;1;1;3;5;2;5;5;5;5;2;5;4;0;0.0;satisfecho/a
23841;62171;Masculino;Leal Cliente;33;Negocios Viaje;Business;2454;5;5;5;5;4;4;4;4;4;3;5;5;5;4;12;0.0;satisfecho/a
23842;44491;Femenino;Leal Cliente;31;Negocios Viaje;Eco Plus;844;2;3;3;3;2;2;2;2;1;3;3;3;4;2;10;6.0;neutral o insatisfecho/a
23843;107629;Masculino;Leal Cliente;25;Personal Viaje;Eco;423;3;4;3;3;2;3;2;2;4;4;4;5;4;2;0;11.0;neutral o insatisfecho/a
23844;20995;Femenino;Leal Cliente;24;Negocios Viaje;Eco Plus;689;4;5;5;5;4;4;3;4;4;2;3;1;3;4;0;1.0;satisfecho/a
23845;79802;Masculino;Leal Cliente;35;Negocios Viaje;Business;3594;3;3;3;3;2;5;4;5;5;5;5;3;5;4;0;0.0;satisfecho/a
23846;110530;Femenino;Leal Cliente;48;Negocios Viaje;Business;2540;5;5;5;5;4;5;4;4;4;4;4;3;4;3;0;0.0;satisfecho/a
23847;12273;Femenino;Desleal Cliente;49;Negocios Viaje;Eco;190;3;0;3;2;4;3;2;4;3;2;2;4;2;4;84;89.0;neutral o insatisfecho/a
23848;59972;Masculino;Desleal Cliente;25;Negocios Viaje;Eco;997;3;2;2;3;2;2;2;2;1;2;2;5;1;2;5;0.0;neutral o insatisfecho/a
23849;17348;Masculino;Leal Cliente;58;Negocios Viaje;Eco;563;2;3;3;3;2;2;2;2;1;4;3;1;3;2;0;0.0;neutral o insatisfecho/a
23850;4121;Masculino;Leal Cliente;41;Negocios Viaje;Business;2099;2;2;2;2;4;4;4;4;4;5;4;4;5;4;105;169.0;satisfecho/a
23851;17975;Masculino;Leal Cliente;11;Personal Viaje;Eco Plus;500;3;4;3;1;1;3;1;1;4;4;5;5;4;1;2;11.0;neutral o insatisfecho/a
23852;12887;Masculino;Leal Cliente;49;Negocios Viaje;Business;456;1;1;5;1;3;5;2;4;4;4;4;5;4;4;1;31.0;satisfecho/a
23853;129452;Femenino;Leal Cliente;24;Personal Viaje;Eco;414;3;4;4;3;3;4;3;3;2;5;4;5;5;3;11;14.0;neutral o insatisfecho/a
23854;95543;Masculino;Leal Cliente;31;Personal Viaje;Eco Plus;192;3;5;3;3;1;3;1;1;4;2;4;4;4;1;19;4.0;neutral o insatisfecho/a
23855;64546;Masculino;Desleal Cliente;22;Negocios Viaje;Business;190;5;4;5;1;3;5;4;3;3;4;5;4;5;3;0;0.0;satisfecho/a
23856;103796;Masculino;Leal Cliente;65;Negocios Viaje;Eco;882;2;4;4;4;2;2;2;2;3;5;3;1;3;2;0;0.0;neutral o insatisfecho/a
23857;34973;Femenino;Leal Cliente;54;Negocios Viaje;Eco;273;2;2;2;2;3;1;1;2;2;2;2;4;2;4;0;4.0;neutral o insatisfecho/a
23858;72083;Femenino;Leal Cliente;69;Negocios Viaje;Business;2673;3;3;3;3;5;4;4;3;3;3;3;2;3;1;7;0.0;neutral o insatisfecho/a
23859;85451;Femenino;Leal Cliente;50;Negocios Viaje;Business;214;4;5;4;4;3;5;4;4;4;4;4;5;4;5;0;0.0;satisfecho/a
23860;34722;Masculino;Leal Cliente;18;Negocios Viaje;Business;209;5;5;5;5;4;4;3;4;2;3;4;4;1;4;0;0.0;satisfecho/a
23861;105558;Femenino;Leal Cliente;23;Negocios Viaje;Business;2290;2;5;5;5;2;2;2;2;4;4;3;1;2;2;66;61.0;neutral o insatisfecho/a
23862;8334;Femenino;Leal Cliente;26;Negocios Viaje;Business;661;3;3;3;3;4;4;4;4;3;5;4;4;5;4;43;38.0;satisfecho/a
23863;107773;Femenino;Desleal Cliente;25;Negocios Viaje;Eco Plus;251;1;2;1;3;1;1;1;1;1;2;3;3;3;1;2;0.0;neutral o insatisfecho/a
23864;40704;Femenino;Leal Cliente;38;Negocios Viaje;Business;541;2;2;2;2;3;3;4;5;5;5;5;1;5;1;11;9.0;satisfecho/a
23865;95394;Masculino;Leal Cliente;37;Personal Viaje;Eco;239;4;4;4;4;3;4;1;3;4;2;1;1;5;3;50;46.0;neutral o insatisfecho/a
23866;74912;Femenino;Leal Cliente;45;Negocios Viaje;Business;2475;4;4;4;4;4;3;4;5;5;5;5;5;5;5;0;0.0;satisfecho/a
23867;39512;Masculino;Leal Cliente;43;Negocios Viaje;Eco;852;3;4;4;4;3;3;3;3;4;1;4;3;4;3;0;24.0;neutral o insatisfecho/a
23868;65582;Femenino;Leal Cliente;46;Negocios Viaje;Business;3796;2;3;3;3;4;1;1;2;2;3;2;1;2;4;0;4.0;neutral o insatisfecho/a
23869;31291;Femenino;Desleal Cliente;24;Negocios Viaje;Eco;533;3;4;3;3;2;3;2;2;3;1;4;4;3;2;3;1.0;neutral o insatisfecho/a
23870;21539;Femenino;Leal Cliente;57;Personal Viaje;Eco;399;2;5;2;3;2;5;5;3;3;2;3;4;3;5;0;4.0;neutral o insatisfecho/a
23871;28806;Masculino;Leal Cliente;40;Negocios Viaje;Eco;1050;5;4;3;4;5;5;5;5;4;3;5;1;3;5;32;33.0;satisfecho/a
23872;42669;Masculino;Leal Cliente;30;Negocios Viaje;Business;516;2;2;2;2;5;5;5;5;4;1;3;1;1;5;0;0.0;satisfecho/a
23873;52211;Femenino;Leal Cliente;47;Negocios Viaje;Business;2234;1;1;1;1;5;4;4;4;4;4;4;4;4;4;0;0.0;satisfecho/a
23874;42836;Femenino;Desleal Cliente;33;Negocios Viaje;Eco;328;2;0;2;3;2;2;2;2;2;3;5;2;3;2;1;6.0;neutral o insatisfecho/a
23875;4209;Femenino;Leal Cliente;27;Negocios Viaje;Business;2562;1;2;2;2;1;1;1;1;1;4;4;1;4;1;43;22.0;neutral o insatisfecho/a
23876;14865;Masculino;Desleal Cliente;23;Negocios Viaje;Eco;240;0;4;0;3;1;0;1;1;1;4;5;4;4;1;0;0.0;satisfecho/a
23877;59192;Masculino;Leal Cliente;53;Negocios Viaje;Business;1440;4;4;4;4;5;5;4;3;3;3;3;5;3;5;0;0.0;satisfecho/a
23878;8451;Masculino;Leal Cliente;56;Negocios Viaje;Eco;1379;1;3;3;3;1;1;1;1;2;5;4;3;4;1;0;0.0;neutral o insatisfecho/a
23879;113773;Masculino;Leal Cliente;61;Personal Viaje;Eco;197;2;4;0;4;1;0;1;1;1;3;4;4;4;1;46;27.0;neutral o insatisfecho/a
23880;116375;Femenino;Leal Cliente;28;Personal Viaje;Eco;337;4;5;4;2;4;4;4;4;4;4;5;5;4;4;0;0.0;satisfecho/a
23881;86912;Femenino;Leal Cliente;55;Negocios Viaje;Business;341;1;0;0;3;5;3;4;1;1;0;1;3;1;2;4;5.0;neutral o insatisfecho/a
23882;25700;Masculino;Leal Cliente;39;Negocios Viaje;Eco;447;4;3;4;3;4;4;4;4;1;1;2;3;5;4;18;15.0;satisfecho/a
23883;24274;Masculino;Leal Cliente;42;Personal Viaje;Eco;170;1;1;1;4;3;1;3;3;3;4;3;4;4;3;0;0.0;neutral o insatisfecho/a
23884;60245;Femenino;Leal Cliente;19;Personal Viaje;Eco;1546;2;5;2;3;4;2;3;4;5;4;4;4;5;4;111;101.0;neutral o insatisfecho/a
23885;59000;Femenino;Leal Cliente;60;Negocios Viaje;Business;1744;4;4;4;4;3;4;5;4;4;4;4;4;4;5;102;85.0;satisfecho/a
23886;120427;Masculino;Desleal Cliente;21;Negocios Viaje;Eco;366;3;2;3;4;5;3;5;5;2;5;4;4;4;5;0;0.0;neutral o insatisfecho/a
23887;110684;Masculino;Leal Cliente;44;Personal Viaje;Eco;945;1;2;1;4;5;1;5;5;3;3;3;1;4;5;0;12.0;neutral o insatisfecho/a
23888;20118;Masculino;Leal Cliente;44;Negocios Viaje;Business;2691;1;3;2;2;2;3;3;1;1;1;1;4;1;3;18;13.0;neutral o insatisfecho/a
23889;100286;Masculino;Leal Cliente;43;Negocios Viaje;Business;2624;4;4;4;4;4;5;5;2;2;3;2;3;2;5;0;0.0;satisfecho/a
23890;114656;Femenino;Desleal Cliente;30;Negocios Viaje;Business;480;3;3;3;3;2;3;2;2;3;4;4;3;4;2;11;32.0;neutral o insatisfecho/a
23891;50145;Femenino;Leal Cliente;23;Negocios Viaje;Business;3256;2;5;5;5;3;3;2;3;3;2;4;3;3;3;0;25.0;neutral o insatisfecho/a
23892;12587;Masculino;Leal Cliente;39;Negocios Viaje;Eco;542;5;5;5;5;5;5;5;5;1;2;3;2;5;5;17;14.0;satisfecho/a
23893;9562;Masculino;Leal Cliente;45;Negocios Viaje;Business;283;0;0;0;2;4;5;4;2;2;2;2;4;2;4;0;0.0;satisfecho/a
23894;103648;Masculino;Leal Cliente;40;Negocios Viaje;Business;2091;2;2;2;2;2;4;5;4;4;4;4;5;4;3;0;0.0;satisfecho/a
23895;88738;Masculino;Leal Cliente;52;Personal Viaje;Eco;444;2;4;2;1;2;2;2;2;4;2;5;3;5;2;0;0.0;neutral o insatisfecho/a
23896;92018;Masculino;Leal Cliente;56;Negocios Viaje;Business;1522;2;2;2;2;2;5;4;4;4;4;4;3;4;3;0;0.0;satisfecho/a
23897;92937;Masculino;Leal Cliente;53;Personal Viaje;Eco;134;3;3;3;4;3;3;3;3;1;5;4;1;4;3;19;11.0;neutral o insatisfecho/a
23898;10928;Masculino;Leal Cliente;34;Negocios Viaje;Eco;295;1;3;3;3;1;1;1;1;1;5;3;1;3;1;5;8.0;neutral o insatisfecho/a
23899;94648;Masculino;Leal Cliente;51;Negocios Viaje;Business;248;4;4;4;4;5;4;4;4;4;4;4;4;4;5;0;0.0;satisfecho/a
23900;95547;Masculino;Leal Cliente;16;Personal Viaje;Eco Plus;496;2;5;2;2;2;2;2;2;4;2;1;4;3;2;0;0.0;neutral o insatisfecho/a
23901;39323;Femenino;Leal Cliente;38;Personal Viaje;Eco;67;1;5;1;1;1;1;1;1;3;5;4;4;5;1;0;0.0;neutral o insatisfecho/a
23902;61213;Masculino;Desleal Cliente;62;Negocios Viaje;Eco;862;3;4;4;4;4;4;4;4;4;4;3;2;4;4;70;76.0;neutral o insatisfecho/a
23903;75681;Masculino;Desleal Cliente;28;Negocios Viaje;Business;813;3;3;3;3;4;3;2;4;2;2;3;2;2;4;13;7.0;neutral o insatisfecho/a
23904;84620;Masculino;Leal Cliente;47;Negocios Viaje;Eco;269;2;3;3;3;2;2;2;2;3;2;3;3;3;2;34;21.0;neutral o insatisfecho/a
23905;94967;Masculino;Leal Cliente;35;Negocios Viaje;Business;1643;2;4;4;4;1;4;4;2;2;2;2;3;2;2;4;0.0;neutral o insatisfecho/a
23906;53406;Masculino;Leal Cliente;52;Personal Viaje;Business;2253;3;5;3;5;3;4;2;3;2;3;5;2;5;2;0;37.0;neutral o insatisfecho/a
23907;53585;Femenino;Leal Cliente;62;Personal Viaje;Eco;391;3;4;3;3;3;5;5;3;3;3;3;3;3;3;12;4.0;neutral o insatisfecho/a
23908;10509;Femenino;Leal Cliente;60;Negocios Viaje;Business;3969;3;5;3;3;3;4;5;5;5;4;5;4;5;5;0;0.0;satisfecho/a
23909;100860;Femenino;Leal Cliente;28;Personal Viaje;Eco Plus;711;2;4;2;5;1;2;1;1;4;2;3;3;4;1;0;10.0;neutral o insatisfecho/a
23910;34022;Masculino;Leal Cliente;30;Personal Viaje;Eco;1617;1;4;1;4;3;1;3;3;2;5;2;1;3;3;0;0.0;neutral o insatisfecho/a
23911;70460;Masculino;Leal Cliente;22;Negocios Viaje;Business;3642;5;5;4;5;5;5;5;5;5;5;5;4;5;5;3;0.0;satisfecho/a
23912;113893;Masculino;Leal Cliente;44;Negocios Viaje;Business;2295;5;5;5;5;4;5;4;4;4;4;4;3;4;5;10;5.0;satisfecho/a
23913;79845;Masculino;Leal Cliente;54;Negocios Viaje;Business;950;5;5;5;5;2;4;4;3;3;3;3;5;3;4;0;0.0;satisfecho/a
23914;125411;Femenino;Leal Cliente;39;Negocios Viaje;Business;735;2;2;2;2;5;5;5;2;2;2;2;3;2;5;0;0.0;satisfecho/a
23915;35246;Masculino;Leal Cliente;34;Negocios Viaje;Eco;944;4;5;5;5;4;4;4;4;4;2;1;1;1;4;22;29.0;neutral o insatisfecho/a
23916;43598;Masculino;Leal Cliente;47;Negocios Viaje;Eco;252;4;1;1;1;4;4;4;4;3;3;1;2;1;4;0;0.0;satisfecho/a
23917;115241;Femenino;Leal Cliente;53;Negocios Viaje;Business;308;4;4;3;4;4;4;4;4;4;4;4;3;4;5;0;1.0;satisfecho/a
23918;88375;Femenino;Desleal Cliente;27;Negocios Viaje;Eco;250;3;4;4;4;1;4;1;1;2;4;4;2;3;1;3;1.0;neutral o insatisfecho/a
23919;44794;Masculino;Leal Cliente;62;Negocios Viaje;Eco Plus;1250;4;5;2;5;4;4;4;4;1;5;4;1;4;4;0;0.0;satisfecho/a
23920;113592;Masculino;Leal Cliente;32;Negocios Viaje;Eco;258;5;5;5;5;5;4;5;5;4;1;1;4;5;5;0;2.0;satisfecho/a
23921;94037;Femenino;Leal Cliente;47;Negocios Viaje;Business;239;2;2;5;2;3;5;5;5;5;4;5;3;5;4;3;0.0;satisfecho/a
23922;76635;Femenino;Desleal Cliente;18;Negocios Viaje;Eco;547;5;0;5;4;4;5;1;4;4;3;5;3;4;4;0;0.0;satisfecho/a
23923;17475;Femenino;Leal Cliente;45;Negocios Viaje;Eco;241;4;5;2;5;1;3;3;4;4;4;4;1;4;1;0;0.0;neutral o insatisfecho/a
23924;43923;Masculino;Leal Cliente;18;Personal Viaje;Eco;199;3;5;0;3;3;0;3;3;5;3;5;3;5;3;0;0.0;neutral o insatisfecho/a
23925;59789;Femenino;Leal Cliente;26;Personal Viaje;Eco;895;2;4;2;3;3;2;5;3;4;2;4;5;5;3;1;0.0;neutral o insatisfecho/a
23926;85196;Femenino;Leal Cliente;42;Negocios Viaje;Business;1945;1;1;1;1;2;5;5;4;4;4;4;4;4;5;11;1.0;satisfecho/a
23927;10993;Masculino;Leal Cliente;59;Negocios Viaje;Eco;201;5;1;1;1;5;5;5;5;5;4;5;3;5;5;57;51.0;satisfecho/a
23928;104587;Femenino;Desleal Cliente;59;Negocios Viaje;Eco;369;1;0;1;3;3;1;3;3;1;1;5;2;2;3;84;63.0;neutral o insatisfecho/a
23929;91140;Masculino;Leal Cliente;48;Personal Viaje;Eco;594;4;1;4;2;2;4;2;2;1;4;3;1;2;2;7;8.0;neutral o insatisfecho/a
23930;27560;Masculino;Leal Cliente;34;Personal Viaje;Eco;937;2;4;2;2;2;2;2;2;1;5;2;3;3;2;20;21.0;neutral o insatisfecho/a
23931;773;Masculino;Leal Cliente;54;Negocios Viaje;Business;2218;2;1;1;1;3;4;3;2;2;2;2;2;2;4;0;0.0;neutral o insatisfecho/a
23932;30757;Masculino;Leal Cliente;25;Personal Viaje;Eco Plus;977;3;4;3;4;1;3;1;1;4;3;4;4;4;1;5;0.0;neutral o insatisfecho/a
23933;103674;Masculino;Desleal Cliente;24;Negocios Viaje;Eco;251;3;2;4;2;1;4;1;1;2;4;1;4;2;1;39;48.0;neutral o insatisfecho/a
23934;111515;Masculino;Leal Cliente;10;Personal Viaje;Eco;391;2;4;2;3;4;2;2;4;4;1;4;3;2;4;11;5.0;neutral o insatisfecho/a
23935;11599;Masculino;Desleal Cliente;17;Negocios Viaje;Eco;468;2;0;2;1;2;2;2;2;1;3;3;1;2;2;0;0.0;neutral o insatisfecho/a
23936;53647;Masculino;Leal Cliente;27;Negocios Viaje;Eco Plus;1874;0;0;0;1;5;0;2;5;5;4;5;5;2;5;0;0.0;satisfecho/a
23937;127479;Femenino;Desleal Cliente;21;Negocios Viaje;Business;1226;4;0;4;5;4;4;4;4;5;4;5;4;5;4;0;0.0;satisfecho/a
23938;31967;Masculino;Leal Cliente;46;Negocios Viaje;Business;2810;5;5;4;5;3;4;5;4;4;4;5;3;4;5;0;0.0;satisfecho/a
23939;92532;Masculino;Leal Cliente;64;Personal Viaje;Eco;1947;1;4;1;5;2;1;2;2;4;2;5;3;5;2;8;0.0;neutral o insatisfecho/a
23940;9560;Femenino;Leal Cliente;64;Negocios Viaje;Eco;229;2;5;5;5;3;3;4;2;2;2;2;1;2;2;0;0.0;neutral o insatisfecho/a
23941;73958;Masculino;Leal Cliente;10;Personal Viaje;Eco;2342;2;3;2;3;4;2;4;4;3;4;3;2;4;4;2;0.0;neutral o insatisfecho/a
23942;9968;Masculino;Leal Cliente;67;Personal Viaje;Eco;508;2;2;5;3;5;5;5;5;1;5;3;1;4;5;0;0.0;neutral o insatisfecho/a
23943;113139;Masculino;Leal Cliente;41;Negocios Viaje;Business;2669;2;2;2;2;4;5;4;3;3;3;3;3;3;4;0;0.0;satisfecho/a
23944;29491;Masculino;Leal Cliente;43;Negocios Viaje;Eco;1107;1;0;0;3;2;1;2;2;4;5;4;1;4;2;0;0.0;neutral o insatisfecho/a
23945;6921;Femenino;Leal Cliente;17;Personal Viaje;Eco;265;3;3;3;5;5;3;3;5;2;3;4;4;4;5;0;0.0;neutral o insatisfecho/a
23946;42794;Femenino;Leal Cliente;60;Negocios Viaje;Business;2012;4;4;4;4;2;4;4;5;5;5;5;3;5;5;30;44.0;satisfecho/a
23947;114360;Femenino;Leal Cliente;41;Negocios Viaje;Business;862;5;5;4;5;2;5;5;5;5;5;5;3;5;3;4;24.0;satisfecho/a
23948;21350;Masculino;Leal Cliente;8;Personal Viaje;Eco;761;5;4;5;2;2;5;2;2;4;4;5;4;5;2;0;0.0;satisfecho/a
23949;76367;Femenino;Desleal Cliente;39;Negocios Viaje;Business;931;1;0;0;1;5;0;5;5;4;3;4;3;5;5;0;0.0;neutral o insatisfecho/a
23950;82233;Masculino;Leal Cliente;64;Personal Viaje;Eco;405;3;5;3;5;3;3;3;3;5;5;5;4;5;3;83;74.0;neutral o insatisfecho/a
23951;129340;Masculino;Desleal Cliente;26;Negocios Viaje;Eco;975;4;4;4;1;2;4;2;2;2;3;2;3;5;2;0;0.0;neutral o insatisfecho/a
23952;25604;Masculino;Leal Cliente;22;Personal Viaje;Business;666;1;2;1;4;5;1;5;5;2;3;4;1;3;5;44;42.0;neutral o insatisfecho/a
23953;24094;Masculino;Leal Cliente;19;Negocios Viaje;Business;3424;5;5;5;5;5;5;5;5;1;2;1;4;5;5;0;0.0;satisfecho/a
23954;436;Femenino;Leal Cliente;60;Personal Viaje;Business;396;1;5;1;3;3;5;1;2;2;1;3;5;2;2;0;0.0;neutral o insatisfecho/a
23955;52936;Masculino;Leal Cliente;27;Personal Viaje;Eco;679;4;3;4;3;1;4;1;1;4;4;4;2;3;1;0;0.0;neutral o insatisfecho/a
23956;127692;Femenino;Leal Cliente;46;Negocios Viaje;Business;2133;5;5;5;5;2;5;5;5;5;5;5;3;5;3;0;4.0;satisfecho/a
23957;81158;Femenino;Leal Cliente;29;Negocios Viaje;Business;700;3;3;5;3;1;2;1;1;5;2;5;3;5;1;0;0.0;satisfecho/a
23958;39186;Femenino;Leal Cliente;38;Personal Viaje;Eco;287;1;1;1;3;5;1;5;5;1;3;2;2;3;5;0;0.0;neutral o insatisfecho/a
23959;74498;Femenino;Leal Cliente;41;Negocios Viaje;Eco;1126;4;1;1;1;5;4;5;5;2;2;3;2;4;5;14;41.0;neutral o insatisfecho/a
23960;65304;Femenino;Leal Cliente;67;Personal Viaje;Eco Plus;551;1;4;1;4;5;3;4;5;5;1;5;4;5;4;0;5.0;neutral o insatisfecho/a
23961;40999;Femenino;Leal Cliente;22;Negocios Viaje;Business;1362;1;1;1;1;3;3;3;3;3;3;4;5;1;3;0;0.0;satisfecho/a
23962;120085;Femenino;Leal Cliente;59;Personal Viaje;Eco;683;3;5;3;3;2;4;5;1;1;3;1;4;1;5;0;0.0;neutral o insatisfecho/a
23963;63824;Femenino;Leal Cliente;49;Personal Viaje;Business;1192;2;4;2;4;2;1;3;3;4;5;4;3;3;3;181;193.0;neutral o insatisfecho/a
23964;87910;Femenino;Leal Cliente;46;Negocios Viaje;Business;1568;1;1;1;1;2;4;4;5;5;5;5;5;5;4;45;42.0;satisfecho/a
23965;46807;Masculino;Leal Cliente;37;Negocios Viaje;Eco;844;4;4;4;4;4;4;4;4;2;5;5;3;3;4;13;6.0;satisfecho/a
23966;92973;Femenino;Leal Cliente;43;Negocios Viaje;Business;738;5;5;3;5;5;5;4;4;4;4;4;4;4;3;0;42.0;satisfecho/a
23967;80370;Femenino;Desleal Cliente;39;Negocios Viaje;Business;368;4;4;4;1;3;4;3;3;5;2;5;4;5;3;0;0.0;neutral o insatisfecho/a
23968;2233;Masculino;Leal Cliente;27;Personal Viaje;Eco;859;3;5;3;2;1;3;1;1;3;5;5;5;5;1;0;1.0;neutral o insatisfecho/a
23969;5852;Masculino;Leal Cliente;57;Negocios Viaje;Business;3611;5;5;5;5;3;4;5;5;5;5;5;4;5;5;0;4.0;satisfecho/a
23970;119289;Femenino;Leal Cliente;37;Negocios Viaje;Business;3766;0;4;0;1;3;5;5;1;1;1;1;3;1;5;80;80.0;satisfecho/a
23971;104602;Masculino;Leal Cliente;36;Personal Viaje;Eco;369;4;5;4;4;2;4;2;2;2;5;1;1;2;2;74;88.0;neutral o insatisfecho/a
23972;122575;Masculino;Leal Cliente;40;Personal Viaje;Business;728;3;4;3;3;4;4;4;5;5;3;5;1;5;4;0;0.0;neutral o insatisfecho/a
23973;35636;Masculino;Leal Cliente;40;Negocios Viaje;Eco;1626;4;1;1;1;4;4;4;4;5;2;4;5;4;4;0;23.0;satisfecho/a
23974;58794;Masculino;Leal Cliente;41;Negocios Viaje;Eco;1005;3;2;2;2;3;3;3;3;2;4;3;2;3;3;3;42.0;neutral o insatisfecho/a
